,jawaban_mahasiswa,jawaban_dosen,human_rater,human_rater_scaled
30,"['client', 'komputer', 'me', 'request', 'data', 'informasi', 'jaring', 'komputer', 'tampil', 'client', 'gui', 'server', 'komputer', 'fungsi', 'me', 'reply', 'minta', 'data', 'software', 'server', 'beda', 'client', 'tampil', 'server', 'command', 'line']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
110,"['von', 'neuman', 'arsitektur', 'komputer', 'arsitektur', 'digunnakan', 'memori', 'input', 'output', 'cpu', 'cu', 'alu']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
157,"['model', 'von', 'neumann', 'model', 'komputer', 'dasar', 'arsitektur', 'komputer', 'modern']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",40,0.4
127,"['model', 'arsitektur', 'cipta', 'gambar', 'komputer', 'unit', 'aritmatika', 'logic', 'unit', 'alu', 'unit', 'kontrol', 'memori', 'input', 'output', 'empat', 'unit', 'hubung', 'berkas', 'kawat', 'bus']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
91,"['mode', 'komputer', 'hemat', 'daya', 'listrik']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",30,0.3
145,"['komputer', 'unit', 'kontrol', 'unit', 'hitung', 'unit', 'memori', 'input', 'keluar', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",70,0.7
207,"['kondisi', 'mana', 'prosesor', 'maksimal', 'tingkat', 'clock', 'cpu', 'turbo', 'batas', 'mampu', 'dingin', 'sistem']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",50,0.5
163,"['komputer', 'model', 'von', 'neumann', 'komputer', '1945', 'konsep', 'komputer', 'von', 'neumann', 'struktur', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'program', 'counter', 'instruction', 'register', 'memori', 'simpan', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
47,"['client', 'jaring', 'komputer', 'salah', 'contoh', 'end', 'device', 'interaksi', 'langsung', 'manusia', 'request', 'file', 'server', 'contoh', 'komputer', 'laptop', 'server', 'jaring', 'komputer', 'perangkat', 'komputer', 'milik', 'kapasitas', 'komputer', 'client', 'guna', 'sedia', 'file', 'layan', 'jaring', 'akses', 'client', 'dns', 'server', 'http', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",100,1.0
21,"['client', 'hardware', 'terima', 'server', 'hardware', 'sedia', 'informasi', 'fungsi', 'fungsi', 'akses', 'client']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",70,0.7
41,"['client', 'server', 'model', 'jaring', 'server', 'fixed', 'server', 'pusat', 'lintas', 'data', 'jaring', 'klien', 'tindak', 'device', 'kirim', 'request', 'server', 'tindak', 'device', 'balas', 'reply', 'request']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",90,0.9
15,"['client', 'server', 'jaring', 'metode', 'hubung', 'langsung', 'client', 'servernya', 'network', 'client', 'data', 'langsung', 'servernya']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",60,0.6
3,"['client', 'server', 'jaring', 'komunikasi', 'client', 'server', 'komputer', 'client', 'sedia', 'informasi', 'software', 'butuh', 'client', 'nya', 'komputer', 'client', 'akses', 'ambil', 'informasi', 'sedia', 'komputer', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",40,0.4
51,"['client', 'server', 'server', 'host', 'simpan', 'data', 'informasi', 'tuju', 'akses', 'client', 'jaring', 'client', 'host', 'alat', 'akses', 'data', 'informasi', 'kirim', 'server', 'client', 'fungsi', 'kirim', 'data', 'informasi', 'simpan', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",100,1.0
190,"['turbo', 'boost', 'tingkat', 'kapasitas', 'ram', 'operasi', 'komputer', 'cepat', 'energi', 'keluar', 'energi', 'komputer', 'cepat', 'kuras']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
85,"['hibernate', 'perintah', 'henti', 'komputer', 'operasi', 'file', 'program', 'tutup', 'simpan', 'hardisk', 'komputer']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",70,0.7
98,"['istirahat', 'laptop', 'shutdown']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",40,0.4
56,"['sistem', 'windows', 'pilih', 'menu', 'shutdown', 'pilih', 'mati', 'komputer', 'shutdown', 'salah', 'satu', 'hibernate', 'hibernate', 'kondisi', 'mana', 'komputer', 'masuk', 'status', 'aktif', 'simpan', 'program', 'ram', 'hard', 'disk', 'hubung', 'sumber', 'daya', 'baterai', 'steker', 'guna', 'nyala', 'windows', 'langsung', 'lanjut', 'kerja']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",80,0.8
135,"['arsitektur', 'komputer', 'von', 'neumann', 'cipta', 'john', 'von', 'neumann', 'arsitektur', 'gambar', 'komputer', 'utama', 'unit', 'aritmatika', 'logis', 'alu', 'unit', 'kontrol', 'memori', 'input', 'output', 'system', 'arsitektur', 'komputer']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
113,"['komputer', 'model', 'von', 'neumann', 'model', 'komputer', 'model', 'von', 'neumann', 'gambar', 'komputer', '4', 'utama', 'cpu', 'alu', 'memori', 'i', 'o', 'port', 'input', 'masuk', 'olah', 'processor', 'hasil', 'output', 'contoh', 'keyboard', 'mouse', 'output', 'keluar', 'hasil', 'diproleh', 'olah', 'processor', 'contoh', 'printer', 'speaker', 'cpu', 'central', 'processing', 'unit', 'unit', 'guna', 'proses', 'komputer', 'alu', 'guna', 'hitung', 'matematis', 'aritmatik', 'memori', 'guna', 'simpan', 'data']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",100,1.0
174,"['turbo', 'boost', 'proses', 'boot', 'cepat', 'cold', 'boot', 'mana', 'tahap', 'tahap', 'proses', 'cold', 'boot', 'lewat', 'proses', 'bios', 'ecek', 'sedia', 'hardware', 'hardware', 'pasang', 'system', 'unit', 'sound', 'card', 'graphic', 'card']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",60,0.6
104,"['hibernate', 'perangkat', 'komputer', 'laptop', 'pc', 'fitur', 'sistem', 'operasi', 'os', 'fungsi', 'simpan', 'data', 'hard', 'disk', 'pc', 'hemat', 'listrik', 'mati', 'kerja', 'stand', 'by', 'mode', 'jalan', 'hibernate', 'pc', 'dalm', 'mati', 'mati', 'total']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",90,0.9
156,"['komputer', 'milik', 'processing', 'unit', 'memory', 'input', 'ouput']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",80,0.8
142,"['model', 'komputer', 'von', 'neumann', 'terap', 'arithmatic', 'logic', 'unit', 'kontrol', 'memori', 'input', 'output', 'model', 'komputer', 'input', 'cpu', 'output', 'cpu', 'control', 'unit', 'alu', 'cpu', 'fungsi', 'aritmatika']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",100,1.0
58,"['hibernate', 'pc', 'proses', 'komputer', 'komputer', 'nyala', 'energi', 'rendah', 'tutup', 'close', 'aplikasi', 'jalan', 'hibernate', 'laksana']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",79,0.79
151,"['model', 'von', 'neumann', 'salah', 'arsitektur', 'komputer', 'cipta', 'von', 'neumann', 'dalam', 'memori', 'alu', 'control', 'unit', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",80,0.8
164,"['komputer', 'von', 'neumann', 'komputer', 'john', 'von', 'neumann', '1945', 'komputer', 'komponen', 'prosesor', 'memori', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
24,"['client', 'merequest', 'data', 'mana', 'server', 'sedia', 'data', 'data', 'simpan', 'client', 'server', 'sistem', 'relasi', 'guna', 'client', 'sedia', 'data', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",70,0.7
137,"['komputer', 'model', 'von', 'neumann', 'gambar', 'komputer', '4', 'utama', 'unit', 'aritmatika', 'logis', 'alu', 'unit', 'kontrol', 'unit', 'memori', 'alat', 'pasu', 'tampil', 'hasil', 'proses', 'i', 'o', 'devices', 'komputer', 'von', 'neumann', '3', 'blok', 'bangun', 'utama', 'cpu', 'memori', 'input', 'output', 'kerja', 'main', 'memory', 'komputer', 'simpan', 'data', 'program', 'bus', 'men', 'transfer', 'data', 'alamat', 'kontrol', 'signal', 'memori', 'perangkat', 'seta', 'control', 'unit', 'mengankap', 'instruksi', 'instruksi', 'kirim', 'eksekusi', 'alu', 'arithmetical', 'logic', 'unit', 'fungsi', 'operasi', 'dasar', 'matematika', 'jumlah', 'kurang', 'proses', 'i', 'o', 'devices', 'mana', 'input', 'devices', 'fungsi', 'kirim', 'data', 'data', 'proses', 'manusia', 'mekanisme', 'proses', 'output', 'devices', 'tampil', 'hasil', 'bentuk', 'erti', 'manusia']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",100,1.0
83,"['hibernate', 'mati', 'komputer', 'tahan', 'state', 'kondisi', 'komputer', 'mati', 'sleep', 'standby', 'meng', 'copy', 'data', 'state', 'kondisi', 'komputer', 'hard', 'disk', 'akses', 'kali', 'komputer', 'nyala', 'beda', 'sleep', 'standby', 'komputer', 'hibernate', 'butuh', 'listrik', 'baterai', 'power', 'outlet', 'tahan', 'state', 'komputer', 'standby', 'file', 'state', 'simpan', 'ram', 'komputer', 'hilang', 'listrik', 'data', 'state', 'simpan', 'ram', 'hilang', 'ram', 'volatile', 'memory', 'komputer', 'nyala', 'cold', 'boot', 'user', 'state']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
180,"['turbo', 'boost', 'paksa', 'maksimal', 'kerja', 'processor', 'jalan', 'aplikasi', 'berat', 'single', 'threading', 'application', 'contoh', 'game', 'turbo', 'boost', 'gantung', 'kondisi', 'suhu', 'processor', 'sangkut']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
147,"['komputer', 'von', 'neumann', 'unsur', 'utama', 'hardware', 'software', 'brainware']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",20,0.2
5,"['client', 'server', 'guna', 'jaring', 'butuh', 'informasi', 'client', 'server', 'informasi', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",40,0.4
73,"['hibernate', 'pc', 'simpan', 'kerja', 'memori', 'memori', 'virtual', 'hard', 'disk', 'hibernate', 'komputer', 'shutdown', 'mati', 'komputer', 'hidup', 'data', 'data', 'kirim', 'memori', 'ram', 'proses']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
148,"['komputer', 'model', 'von', 'neumann', 'arsitektur', 'komputer', 'pakai', 'mana', 'input', 'cpu', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",70,0.7
219,"['turbo', 'boost', 'tingkat', 'performa', 'prosesor', 'tingkat', 'cepat', 'frekuensi', 'clocking']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",70,0.7
200,"['fitur', 'tingkat', 'performa', 'sistem', 'guna', 'dekat', 'peggunaan', 'maksimal']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",60,0.6
