,Clean_Text,Class
18,amat besar murka prabu kertamarta ketika mengetahui cerita yang sebenarnya,marah
748,raja dan permaisuri menangis sedih,sedih
264,karena kebingungan dan rasa takutnya yang kian menjadi jadi si perampok berusaha melepaskan patung landak ajaib itu dari tangannya,takut
85,tuhan pun murka kepada keduanya karena keserakahan mereka,marah
159,kemudian suaminya ikut campur dan umar pun tampak marah kepadanya,marah
498,raja ini memerintah sebuah kerajaan kecil yang damai,senang
709,setelah keduanya duduk di atas batu kuyung mereka pun mendendangkan lagu kesedihan,sedih
561,pangeran dan puteri rauna sangat bahagia,senang
25,maka seluruh rakyatnya akan mati ketakutan,marah
183,tetapi aku juga tidak dapat pergi dengan pakaian kotor dan bau seperti ini,jijik
766,aku akan kehilangan satu satunya teman yang kumiliki aku sedih sekali,sedih
168,enak saja pergi sana kata kakak tertua mengusir,jijik
945,tempat itu membuatku tertegun seluruh dinding dan lantai gua dilapisi emas,terkejut
115,perasaan kesal dan jengkel tertuju pada suaminya,marah
59,raja sangat kecewa dan marah kemudian ia memerintahkan para pengawa lnya untuk membuang permaisuri ke hutan,marah
537,saat padishah melihat wanita yang sangat cantik jelita itu dia langsung jatuh cinta dan bertujuan untuk menikahinya,senang
620,ia terpesona oleh keindahan pakaian yang dilengkapi perhiasan perhiasan yang indah,senang
821,tanpa sadar salah satu baju ibunya hanyut terbawa arus sungai,terkejut
629,si bungsu menangis tersedu sedu,sedih
879,lelaki muda itu tertegun melihat siapa yang datang,terkejut
398,monyet tertawa geli melihat kebodohan buaya jadi benar ada kamu di situ buaya,senang
221,timun mas amat takut kemudian ia membuka kembali bungkusan kedua,takut
288,para penyamun yang kejam tidak memberi ampun kepada kasim ia segera dibunuh,takut
608,dan aku jatuh cinta padanya aku ingin dialah yang jadi istriku,senang
356,tak terperikan kegembiraan dewi candra kirana ketika bertemu kembali dengan suami tercintanya,senang
528,dia bergegas masuk ke aula tempat jhi ge phu berada dan dengan ceria menebarkan senyum padanya,senang
816,tiba tiba putrinya yang cantik terseret ke dalam lumpur,terkejut
381,suatu hari di sebuah kerajaan hiduplah seorang raja yang sangat senang dengan memakai baju baru,senang
160,hei perempuan tua berpakaian lusuh siapakah engkau ini hingga berani beraninya engkau memelukku,jijik
369,dia sangat berbahagia karena candra kirana menganggap dia seperti ibu kandungnya sendiri,senang
187,dari kepala istrinya ia melihat asap yang muncul dan kemudian diikuti dengan keluarnya seekor lipan berwarna putih,jijik
603,rakyatnya pun hidup damai di bawah pimpinan raja yang bijaksana,senang
372,ratu pun sangat bahagia ketika ia menggendong bayinya,senang
958,para undangan terkejut mendengar kutukan sang penyihir jahat itu,terkejut
932,si bidadari bungsu terkejut mendengar sapaan jafar sidik,terkejut
915,terperanjatlah suami istri itu ketika mengetahui benda keras yang menyentuh sang suami tersebut ternyata sebuah patung landak yang terbuat dari emas,terkejut
293,wajah monster ini dan monster lainnya jauh lebih mengerikan dari monster yang membawaku ke sini,takut
686,o bia mokara mulai merengek karena lapar sambil menangis ia menarik tangan kakaknya ke dapur dan menunjuk telur ikan,sedih
482,putri kesupuk kera hitam dan segenap ka wanan kera bergembira mendapati si raksasa telah mati,senang
78,syandan tak terkirakan kemarahan kerbau putih ketika mendapati putri kesupuk melarikan diri,marah
410,wah sepertinya menarik ayo kita segera berangkat sahut kera bersemangat,senang
897,pada saat di buka melompatlah seorang anank laki laki yang sangat aneh bentuk tubuhnya janda itu sangat terkejut,terkejut
755,ia tak kuasa membayangkan kesedihan ayah dan bundanya,sedih
376,ratu hanya tersenyum bahagia dan memeluk bayinya dengan sangat erat,senang
983,anteh tegurnya anteh terkejut dilihatnya pangeran antakusuma berdiri di hadapannya,terkejut
907,melihat kedatang serigala yang datang secara tiba tiba membuat sang ayam sangat terkejut,terkejut
832,kleting abang kleting wungu dan kleting biru benar benar terperangah,terkejut
531,sang raja sangat senang dengan hal ini dan memerintahkan agar sejumlah besar uang diberikan kepada nelayan tersebut,senang
156,ia pun menjadi marah dan berpikir mencari jalan untuk mencelakakan purbasari,marah
178,namun ia terkejut saat membuka bungkusan tersebut isinya hanyalah sisa sisa makanan yang menjijikan,jijik
355,cinderella sangat gembira saat melihat gaun ibunya itu,senang
471,pak inda sangat gembira ketika metihat bubunya sangat banyak ikan yang terjebak di dalam bubunya,senang
201,hai perempuan jelek jangan naik ke kapal ini pergi dari sini usir seorang anak buah kapal si lancang,jijik
590,lelaki itu menjadi sangat terpesona karena wajah perempuan yang berdiri dihadapannya luar biasa cantiknya,senang
225,jika ia bisa menjatuhkan badak dan menghancurkan gajah aku pasti dengan mudah dibunuhnya pikir kelinci,takut
838,namun ayam jago cindelaras benar benar luar biasa semua bisa dikalahkan dalam beberapa gebrakan pertarungan saja,terkejut
772,sekembalinya dari kali tongtonge sangat kecewa karena nangka itu telah dimakan oleh sang gadis,sedih
204,darah segar mengalir dari kepala,jijik
628,kepada adiknya ia menceritakan bahwa kakak mereka telah tiada,sedih
415,dari jauh dia melihat sang angsa berenang dengan senangnya dan sang cayman menyerang nya sambil menyelam,senang
149,akan tetapi ketika dia melihat air di tepian menjadi keruh setiap itik itu selesai dia pun marah,marah
650,rubah itu sadar bahwa itu hanyalah bayangannya rubah itu menysesal atas apa yang dilakukannya tadi,sedih
634,pendekar katung mengalami kekalahan ayamnya mati,sedih
936,tak terkirakan terkejutnya si lelaki tua ketika mendapati tulap si raksasa telah berada di dekatnya,terkejut
70,singa hanya bisa meraung raung marah,marah
483,putri kesupuk kemudian dinikahkan dengan sang pangeran keduanya hidup rukun dan bahagia,senang
319,hampir setiap hari terjadi perampasan dan perampokan rakyat kecil ketakutan,takut
863,sebenarnya rusa terkejut mendengar jawaban kulomang tapi ia tertawa dalam hati,terkejut
931,jafar sidik terperanjat saat melihat tujuh bidadari terbang di atas lengkungan pelangi,terkejut
322,pada suatu hari istri pangeran sarif merasa takut sekali tinggal sendiri di rumah sebab saat itu dia sedang hamil muda,takut
604,raja dan ratu sangat menyayangi keduanya meski sebenarnya kedua gadis itu memiliki status sosial yang berbeda,senang
900,bapak tua dan istrinya kaget mendengar suara itu,terkejut
413,burung itu sangat senang mencari makanan di sungai yang jernih itu karena ikan ikan sangat berlimpah disana sang kuntul tidak pernah pergi ke sungai lain untuk mencari makanan karena makanan di sungai itu sangat melimpah,senang
750,betapa sedih hati ikot rinding mendengar cerita itu,sedih
28,dewa indra lalu menangkap dan melemparkan raja trishanku kembali ke bumi,marah
74,ia tidak segera memerintahkan para prajuritnya untuk kembali ke cina melainkan memerintahkan segenap kekuatan pendukungnya itu untuk menyerang kerajaan yang dipimpin putri aji bedarah putih,marah
351,dia pun dapat hidup berbahagia,senang
220,timun mas masih ragu sungguh ia sangat ketakutan,takut
626,mereka berpelukan sambil menangis,sedih
669,akhirnya nenek elonen pulang dengan sedih la menyesal telah memasak dan memakan burung milik elonen,sedih
811,beliau merasakan kesedihan yang dalam beliau sering menyendiri dan membuka matanya di hamparan pasir pasir,sedih
333,gajah gajah semakin berteriak dengan kencang dan tampak ketakutan,takut
704,kuda pergi dengan sedih,sedih
171,la tidak mau mengakui ayah dan ibunya yang renta dan miskin,jijik
789,dia pun menangis sepanjang jalan menumpahkan kekesalan dan kejengkelannya,sedih
69,tapi suatu hari keempat lembu bertengkar karena perbedaan pendapat,marah
486,sang raja sangat senang melihat anaknya dapat bertanggung jawab dan menghilangkan sikap manjanya,senang
685,si nenek sangat sedih air matanya berlinang dalam kesedihannya ia berdoa kepada tuhan,sedih
72,keluarga istri raja sangat geram mendapati tindakan warga kampung,marah
93,tapi nenek yang serakah malah memarahi kakek karena tidak memilih kotak yang besar,marah
873,namun ibu itik sangat terkejut dari beberapa anaknya ada yang berbeda,terkejut
855,mendengar anak tersebut raja sangat terkejut ia pun langsung melihat pada tubuhnya,terkejut
200,oh tidak jawabnya tidak ada raksasa hanya kodok jelek,jijik
181,haha dasar cinderella bodoh kau tinggal di rumah selama kami pergi bersihkan semua ruangan cuci piring dan baju dan kamu sangat jelek,jijik
40,kepiting benar benar geram mendengar cerita ayam ia tak rela sahabatnya diperlakukan seperti itu,marah
729,ketika ia melihat ayahnya berdiri tepat di bawahnya ia berusaha berteriak sekuat tenaga tapi ayahnya tak dapat mendengar suaranya dan ia mulai menangis air matanya menetes dan jatuh ke kepala ayahnya,sedih
563,seluruh penghuni hutan menyambutnya gembira,senang
98,dan tentu saja hal ini membuat ketujuh gadis ini semakin murka,marah
14,oleh karena itu dia sangat iri dengan keberuntungan adiknya,marah
675,ibu dempu merasakan hatinya pedih bukan kepalang la tidak menyangka anak kandungnya tidak mengakuinya sebagai ibu,sedih
379,di kolam hanya ada lumpur kita tidak bisa berenang di dalam lumpur kata frank lagi,senang
824,hanya dirinya saja yang selamat ketika para perompak itu meninggalkan kapal dagang itu seraya membawa seluruh isi kapal dagang yang mereka rampok,terkejut
538,dengan gembira mereka cepat cepat menyampaikan ke istana bahwa tempat tersebut telah di bangun,senang
857,saudagar kaget dengan kecerdikan anaknya,terkejut
84,keduanya merasa iri dengan anjing anjing yang dimiliki sang raja,marah
227,badak ketakutan mendengar jawaban itu,takut
331,para prajurit yang ketakutan segera berangkat ke hutan dan langsung bekerja keras membuka hutan,takut
41,tikus yang memarahinya itu semakin marah karena tikus yang sedang makan tidaklah menyaut atau mengungkapkan sepatah katapun dan bahkan dia mengiraukan dirinya,marah
885,raja melihatnya seketika itu ia terkejut melihat kedatangan permaisuri yang telah dibuangnya delapan belas tahun yang lalu dinda,terkejut
108,raja sangat marah dengan kekalahannya dengan geram dia memerintahkan para prajuritnya untuk membawa putri naga dengan paksa,marah
504,anak raja menjadi jatuh hati pada putri termuda dan beranggapan bahwa putri termuda sangat pantas menjadi istrinya,senang
652,putri penggiling gandum langsung menangis terseguk seguk di dalam gudang yang berisi tumpukkan jerami,sedih
154,mereka pura pura setuju walaupun didalam hati mereka marah dan mulai mencari akal bagaimana merebut tahta dari purbasari,marah
443,derai tawa dari sebuah rumah di daerah tobelo mewarnai pagi itu,senang
782,sebaliknya rakyat kecil para petani dan mereka yang menderita amat sedih,sedih
910,meski sangat terperanjat raja menuruti perintah tersebut,terkejut
851,saat kelinci pulang ke sarangnya ia kaget melihat jejak panjang mengarah ke sarangnya,terkejut
441,sebagai balas budiku aku bersedia menikah denganmu kata putri itu tentu saja toba sangat senang,senang
106,pemuda yang membawa gadis itu sangat marah dia mengeluarkan cambuk dan melecutkannya ke arah jhi ge phu,marah
749,irene sangat khawatir sampai lututnya tak mampu menyangga tubuhnya hingga ia jatuh terduduk,sedih
631,namun ia sangat terpukul karena dilihatnya ketujuh puterinya telah meninggal dunia karena kelaparan,sedih
309,saya tidak melarang mang jampang jawab abdih yang ketakutan juga,takut
896,mendengar perkataan peramal itu si janda sangat terkejut,terkejut
925,i manyambungi sangat terkejut saat mendengar jawaban itu,terkejut
418,mendengar rayuan sang anjing yang begitu membuat senang sang burung bangau sang burung bangau kini lupa akan rasa curiga dan ikan besar yang dipegang oleh mulutnya,senang
122,sejak saat itu obi kerbau marah sekali bila melihat kain merah,marah
678,hu huuuu huuu tangis malin kundang sambil memegangi lengannya yang berdarah,sedih
299,petir menyambar diiringi guntur yang menggelegar begitu putri mengucapkan doanya semua yang ada di situ menjerit ketakutan,takut
420,itik abu abu sangat senang kini ia bukan itik yang buruk rupa lagi ia adalah seekor angsa yang sangat cantik,senang
979,ia amat kaget karena bukan ular dandaung yang berbaring di sisinya melainkan seorang permuda tampan,terkejut
839,raden putra sangat terkejut melihat ayam jago kesayangannya terseok seok kabur dari medan pertarungan,terkejut
323,akan tetapi dia takut dikalahkan kera besar itu,takut
219,mbok sirni amat ketakutan ia tak mau melepaskan timun mas begitu saja untuk disantap raksasa itu,takut
465,orang yang dianggap sakti itu disambut gembira oleh rakyat jambi,senang
571,sultan alam gembira sekali mendengar berita dari elang raja,senang
892,raden budog terbangun dan terkejut karena di hadapan berdiri seorang gadis yang sangat cantik,terkejut
742,jhi ge phu dengan sedih melihat istri yang dicintainya dibawa pergi,sedih
426,insoraki senang sekali melihat perubahan wujud suaminya,senang
208,negeri tanjung mendapat ancaman penyerangan dari negeri tetangga,takut
874,melihat anaknya yang berbeda ibu itik terheran heran,terkejut
463,hahaa selamat tinggal serigala yang bodoh kata sang ayam yang senang karena berhasil meloloskan diri dari cengkraman serigala,senang
654,apakah namamu balthazar jawab ratu sedih,sedih
389,esoknya ia melaksanakan nasihat nenek tua saat berburu la pun mendapat hasil buruan yang banyak,senang
127,kalian ini sungguh keterlaluan mestinya ayah tak perlu membawakan apa apa untuk kalian bisanya hanya mengganggu saja kata puteri kuning dengan marah,marah
453,sesampainya ia di istana pangeran menyambutnya dengan gembira dan tersenyum cinderella dan pangeran akhirnya menikah dan hidup sangat bahagia selama lamanya,senang
121,obi kerbau mencari akal untuk membalas sakit hatinya pada ucil kancil,marah
913,amat terperanjat warga desa setelah mengetahui di dalam rumah peristirahatan yang dibangun raja itu terdapat sekumpulan ular,terkejut
71,gagak marah mendengar ejekan rubah la mengeluarkan suara keras kaak,marah
123,hingga saat ini kerbau akan marah bila melihat kain berwarna merah,marah
476,pada saat bersamaan seorang gadis bisu dan tuli tertawa terpingkal pingkal melihat tingkah jack,senang
767,mendengar kata kata suaminya itu sang istri pun menyesal,sedih
823,namun ternyata yang keluar dari labu tersebut bukanlahh intan permata seperti yang meraka bayangkan melainkan ratusan dan puluhan kelabang kalajengking dan ular berbisa,terkejut
141,sangkuriang menjadi gusar dipuncak kemarahannya bendungan yang berada di sanghyang tikoro dijebolnya,marah
717,air matanya bercucuran ketika melihat enam kakaknya terbang kembali ke kahyangan,sedih
695,si kakak menyesal tidak menuruti pelaut kini ia hanya bisa menggigit jari melihat adiknya naik perahu dengan pelaut,sedih
673,aku sedih karena aku jelek dan tidak bisa seperti kalian jawab itik abu sedih,sedih
153,kontan bang bodong marah marah,marah
617,berita itu diterima dengan gembira oleh kebanyakan isi istana,senang
614,selain itu mirah juga tertarik pada ilmu silat,senang
88,selama itu suaminya telah berbohong padanya kekecewaan yang dirasakannya berubah menjadi kemarahan,marah
719,semakin jauh tubuh ibu mereka semakin kerns tangisan empat anak itu,sedih
4,akhirnya karena merasa kesal setelah lima hari nenek menyuruh bawang merah pulang tanpa memberi hadiah labu,marah
548,karena gembira salampandai mengundang ikot rinding bermalam di rumahnya,senang
439,diadakanlah pesta pernikahan yang megah dan meriah yang dilangsungkan selama tujuh hari tujuh malam dan mereka hidup bahagia selamanya,senang
340,takut kepada allah swt tidak akan muncul kecuali berdasarkan ilmu,takut
451,sementara kakinya ada sepasang sepatu kaca yang sangat cantik cinderella menari nari dengan sangat gembira,senang
176,mananamakrdi bernasib sangat tidak beruntung tubuhnya penuh kudis dan berbau tak sedap,jijik
318,dia tidak bisa kembali ke bumi karena takut pangeran anantakusuma akan mengejarnya,takut
956,alangkah terkejutnya si kakek ketika kembali ternyata kini rumahnya telah berubah menjadi sebuah rumah yang megah,terkejut
814,rasulullah saw sangat sedih ketika kehilangan dua orang yang sangat berpengaruh dalam kehidupannya itu bahkan para sejarawan menamakan tahun tersebut dengan tahun kesedihan,sedih
289,wush dari dalam kotak itu keluar ribuan makhluk yang menyeramkan dan mengejar nenek yang langsung lari terbirit birit,takut
